query_label,query_category,metric,retrieved_cat_rank_1,distance_rank_1,retrieved_cat_rank_2,distance_rank_2,retrieved_cat_rank_3,distance_rank_3,retrieved_cat_rank_4,distance_rank_4,retrieved_cat_rank_5,distance_rank_5,retrieved_cat_rank_6,distance_rank_6,retrieved_cat_rank_7,distance_rank_7,retrieved_cat_rank_8,distance_rank_8,retrieved_cat_rank_9,distance_rank_9,retrieved_cat_rank_10,distance_rank_10,retrieved_cat_rank_11,distance_rank_11,retrieved_cat_rank_12,distance_rank_12,retrieved_cat_rank_13,distance_rank_13,retrieved_cat_rank_14,distance_rank_14,retrieved_cat_rank_15,distance_rank_15,retrieved_cat_rank_16,distance_rank_16,retrieved_cat_rank_17,distance_rank_17,retrieved_cat_rank_18,distance_rank_18,retrieved_cat_rank_19,distance_rank_19,retrieved_cat_rank_20,distance_rank_20,retrieved_cat_rank_21,distance_rank_21,retrieved_cat_rank_22,distance_rank_22,retrieved_cat_rank_23,distance_rank_23,retrieved_cat_rank_24,distance_rank_24,retrieved_cat_rank_25,distance_rank_25,retrieved_cat_rank_26,distance_rank_26,retrieved_cat_rank_27,distance_rank_27,retrieved_cat_rank_28,distance_rank_28,retrieved_cat_rank_29,distance_rank_29,retrieved_cat_rank_30,distance_rank_30,retrieved_cat_rank_31,distance_rank_31,retrieved_cat_rank_32,distance_rank_32,retrieved_cat_rank_33,distance_rank_33,retrieved_cat_rank_34,distance_rank_34,retrieved_cat_rank_35,distance_rank_35,retrieved_cat_rank_36,distance_rank_36,retrieved_cat_rank_37,distance_rank_37,retrieved_cat_rank_38,distance_rank_38,retrieved_cat_rank_39,distance_rank_39,retrieved_cat_rank_40,distance_rank_40,retrieved_cat_rank_41,distance_rank_41,retrieved_cat_rank_42,distance_rank_42,retrieved_cat_rank_43,distance_rank_43,retrieved_cat_rank_44,distance_rank_44,retrieved_cat_rank_45,distance_rank_45,retrieved_cat_rank_46,distance_rank_46,retrieved_cat_rank_47,distance_rank_47,retrieved_cat_rank_48,distance_rank_48,retrieved_cat_rank_49,distance_rank_49,retrieved_cat_rank_50,distance_rank_50,retrieved_cat_rank_51,distance_rank_51,retrieved_cat_rank_52,distance_rank_52,retrieved_cat_rank_53,distance_rank_53,retrieved_cat_rank_54,distance_rank_54,retrieved_cat_rank_55,distance_rank_55,retrieved_cat_rank_56,distance_rank_56,retrieved_cat_rank_57,distance_rank_57,retrieved_cat_rank_58,distance_rank_58,retrieved_cat_rank_59,distance_rank_59,retrieved_cat_rank_60,distance_rank_60,retrieved_cat_rank_61,distance_rank_61,retrieved_cat_rank_62,distance_rank_62,retrieved_cat_rank_63,distance_rank_63,retrieved_cat_rank_64,distance_rank_64,retrieved_cat_rank_65,distance_rank_65,retrieved_cat_rank_66,distance_rank_66,retrieved_cat_rank_67,distance_rank_67,retrieved_cat_rank_68,distance_rank_68,retrieved_cat_rank_69,distance_rank_69,retrieved_cat_rank_70,distance_rank_70,retrieved_cat_rank_71,distance_rank_71,retrieved_cat_rank_72,distance_rank_72,retrieved_cat_rank_73,distance_rank_73,retrieved_cat_rank_74,distance_rank_74,retrieved_cat_rank_75,distance_rank_75,retrieved_cat_rank_76,distance_rank_76,retrieved_cat_rank_77,distance_rank_77,retrieved_cat_rank_78,distance_rank_78,retrieved_cat_rank_79,distance_rank_79,retrieved_cat_rank_80,distance_rank_80,retrieved_cat_rank_81,distance_rank_81,retrieved_cat_rank_82,distance_rank_82,retrieved_cat_rank_83,distance_rank_83,retrieved_cat_rank_84,distance_rank_84,retrieved_cat_rank_85,distance_rank_85,retrieved_cat_rank_86,distance_rank_86,retrieved_cat_rank_87,distance_rank_87,retrieved_cat_rank_88,distance_rank_88,retrieved_cat_rank_89,distance_rank_89,retrieved_cat_rank_90,distance_rank_90,retrieved_cat_rank_91,distance_rank_91,retrieved_cat_rank_92,distance_rank_92,retrieved_cat_rank_93,distance_rank_93,retrieved_cat_rank_94,distance_rank_94,retrieved_cat_rank_95,distance_rank_95,retrieved_cat_rank_96,distance_rank_96,retrieved_cat_rank_97,distance_rank_97,retrieved_cat_rank_98,distance_rank_98,retrieved_cat_rank_99,distance_rank_99,retrieved_cat_rank_100,distance_rank_100,retrieved_cat_rank_101,distance_rank_101,retrieved_cat_rank_102,distance_rank_102,retrieved_cat_rank_103,distance_rank_103,retrieved_cat_rank_104,distance_rank_104,retrieved_cat_rank_105,distance_rank_105,retrieved_cat_rank_106,distance_rank_106,retrieved_cat_rank_107,distance_rank_107,retrieved_cat_rank_108,distance_rank_108,retrieved_cat_rank_109,distance_rank_109,retrieved_cat_rank_110,distance_rank_110,retrieved_cat_rank_111,distance_rank_111,retrieved_cat_rank_112,distance_rank_112,retrieved_cat_rank_113,distance_rank_113,retrieved_cat_rank_114,distance_rank_114,retrieved_cat_rank_115,distance_rank_115,retrieved_cat_rank_116,distance_rank_116,retrieved_cat_rank_117,distance_rank_117,retrieved_cat_rank_118,distance_rank_118,retrieved_cat_rank_119,distance_rank_119,retrieved_cat_rank_120,distance_rank_120,retrieved_cat_rank_121,distance_rank_121,retrieved_cat_rank_122,distance_rank_122,retrieved_cat_rank_123,distance_rank_123,retrieved_cat_rank_124,distance_rank_124,retrieved_cat_rank_125,distance_rank_125,retrieved_cat_rank_126,distance_rank_126,retrieved_cat_rank_127,distance_rank_127,retrieved_cat_rank_128,distance_rank_128,retrieved_cat_rank_129,distance_rank_129,retrieved_cat_rank_130,distance_rank_130,retrieved_cat_rank_131,distance_rank_131,retrieved_cat_rank_132,distance_rank_132,retrieved_cat_rank_133,distance_rank_133,retrieved_cat_rank_134,distance_rank_134,retrieved_cat_rank_135,distance_rank_135,retrieved_cat_rank_136,distance_rank_136,retrieved_cat_rank_137,distance_rank_137,retrieved_cat_rank_138,distance_rank_138,retrieved_cat_rank_139,distance_rank_139,retrieved_cat_rank_140,distance_rank_140,retrieved_cat_rank_141,distance_rank_141,retrieved_cat_rank_142,distance_rank_142
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,euclidean,AircraftBuoyant,0.14757497556253116,Drum,0.29322432911741675,Drum,0.5845974932853074,Vase,0.620306828754156,Drum,0.6857432538487633,Monitor,0.7028487371954257,Vase,0.7365691351330376,Mug,0.7518558771956825,Drum,0.7744113516418053,Vase,0.8143624385560649,Shelf,0.8296951521962246,Cup,0.8344169420273418,BuildingNonResidential,0.9073304018183759,BuildingNonResidential,0.9290397635669176,MultiSeat,1.0043325420498197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan,AircraftBuoyant,0.11843160169531752,Drum,0.3872253966366545,Vase,0.40766139624323705,Drum,0.5144872114135437,Monitor,0.5238743567430192,Vase,0.5522921220489951,Drum,0.5621172540529447,Mug,0.5926861494505041,Vase,0.642960597894918,Cup,0.6811456007751335,Drum,0.6818939279675488,Drum,0.685072265503631,Vase,0.7079949577873963,Shelf,0.7257403005941517,Mug,0.741964280979642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+chi-squared,AircraftBuoyant,0.061728848104081725,Drum,0.18551692110086276,Drum,0.3264047807703416,Vase,0.3272253222069147,Monitor,0.32864590819374595,Vase,0.3673264971434993,Drum,0.3851142323790342,Mug,0.40447441137418205,Shelf,0.43158829228830914,Drum,0.4525877299848176,Vase,0.45283475271474144,Cup,0.45859605901237716,MultiSeat,0.5001178359439999,RoundTable,0.5158151436174653,BuildingNonResidential,0.5212224040762922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+emd,AircraftBuoyant,0.1152347717882227,Vase,0.4285488662492369,Drum,0.49277138100661766,Drum,0.6376768525728245,Vase,0.6812663485401684,Drum,0.7421443678464266,Monitor,0.7538871768209121,Vase,0.7746742380034063,Mug,0.7755059409387333,Vase,0.7875031385429946,Drum,0.8038089815079141,Drum,0.8273655833657254,Mug,0.8776887477058726,Mug,0.9213656194226439,HumanHead,0.9640115359189994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,AircraftBuoyant,0.06891975582067619,Vase,0.34701122072664536,Vase,0.6633580986624807,Drum,0.7184054037776881,Drum,0.7298055073515195,Shelf,0.7698272410844201,Drum,0.7897271661286297,Vase,0.8645001580503439,Drum,0.8728142676241311,Mug,0.8819897527905673,Monitor,0.8845375481596107,Cup,0.9737598584177567,MultiSeat,0.9813720978911697,Mug,0.9894791089936041,Drum,1.0155236157188607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1338_rm.obj,AircraftBuoyant,euclidean,AircraftBuoyant,0.14757497556253116,Drum,0.36409002580805017,Vase,0.5998009397186275,Drum,0.6777755351029147,Drum,0.6947430624082737,Drum,0.7016557248174503,Vase,0.7317460043522033,Monitor,0.8032200039509448,Vase,0.8139692438643986,Cup,0.8740038410622182,Mug,0.8751390069821733,BuildingNonResidential,0.9309925157949543,BuildingNonResidential,0.936072004046389,Shelf,0.9439731239866184,Drum,0.9711357935243223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1338_rm.obj,AircraftBuoyant,manhattan,AircraftBuoyant,0.11843160169531752,Vase,0.31917873865851165,Drum,0.3946965240857213,Monitor,0.5301718699709209,Drum,0.5567149767272622,Drum,0.5688009124215566,Vase,0.5975603833610569,Vase,0.6080243579432836,Drum,0.6238605579031085,Drum,0.624130379054295,Mug,0.6592409425288772,Vase,0.6662637877403896,Cup,0.6888294589838382,MultiSeat,0.7563617817033751,BuildingNonResidential,0.7663574171209462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1338_rm.obj,AircraftBuoyant,manhattan+chi-squared,AircraftBuoyant,0.061728848104081725,Drum,0.2031376004311867,Vase,0.2661183600622902,Monitor,0.3450636049073279,Drum,0.37371305229551965,Drum,0.3954461366706288,Drum,0.40062975796992506,Vase,0.41817007980171805,Mug,0.4578570460154966,Vase,0.47201038266234485,Cup,0.47312128692673344,Drum,0.4810631985974552,Shelf,0.4830321798235485,MultiSeat,0.5156992029501093,BuildingNonResidential,0.5369597658470171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1338_rm.obj,AircraftBuoyant,manhattan+emd,AircraftBuoyant,0.1152347717882227,Vase,0.3416557856595393,Drum,0.5225313781053339,Vase,0.6797069428661435,Drum,0.6981632503140014,Vase,0.743309334074099,Drum,0.7605864475785251,Drum,0.7839030629068716,Drum,0.7847263477102588,Monitor,0.7865564807788612,Vase,0.8153421928997302,Mug,0.8424550339938028,Mug,0.9581990870823154,Cup,1.0025952355968175,Mug,1.0031053750580528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1338_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,AircraftBuoyant,0.06891975582067619,Vase,0.27456419534780824,Vase,0.5762008894254899,Drum,0.6475107259472314,Drum,0.726589230686119,Drum,0.8094237503816479,Shelf,0.8254174138979402,Monitor,0.8975895272881509,Drum,0.9015537165441385,Vase,0.9098047358175911,Mug,0.9210567018497235,Drum,0.9677821557130344,Cup,0.9833191160970334,MultiSeat,0.9957061967271605,BuildingNonResidential,1.0351475465505084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
